1000
6.218753, 1.119368
7.886075, 4.681342
-5.733055, 4.994172
-9.743643, 8.010939
4.403780, 1.292827
7.336293, -7.299234
3.353561, -4.169069
7.605322, 6.575540
0.567546, 9.738221
5.207129, 7.545342
6.327285, -8.359564
-4.241664, -1.911370
-2.538034, -0.310250
-9.328386, 4.877362
-8.125086, 1.904952
8.564454, 6.797354
-1.542487, -6.051558
5.381213, 9.717398
-5.798345, -1.517026
2.609681, 3.943601
5.843482, 6.959567
-1.291147, -4.987973
-5.118560, 3.701622
-9.808402, -7.351440
1.476495, 3.197516
-6.348042, -9.145071
6.669234, 7.911430
-4.153878, 4.458790
2.378835, -1.940896
-7.772305, 7.567090
-3.534700, -1.538112
6.207485, -1.055618
0.789791, -5.597832
7.572920, 6.758178
-2.935593, 4.805510
6.426079, -4.228750
-2.075863, 0.271233
7.643662, 4.498317
8.352165, -6.240529
4.046983, 3.643569
5.132913, -4.823348
9.502058, -5.568114
0.740388, -8.427518
-0.821407, 5.755215
-3.066299, -6.624739
1.530389, 8.627505
-1.486380, -6.557175
-9.423729, 2.542083
1.354968, -3.846945
6.830282, 5.658830
-5.246729, -9.698977
-3.559325, -3.264916
1.046947, 6.135118
7.124660, -6.766955
-9.425847, -9.406581
-0.331314, -5.072214
-9.190524, 1.694309
6.184594, -1.099334
-4.564410, 8.182130
-5.844623, 7.178181
-3.366656, 2.551268
3.223261, 7.065800
-7.685356, 8.477602
1.074481, -1.222445
7.194751, 1.328784
0.278079, 6.305866
-4.659925, -7.967948
-8.309735, 0.208969
7.399395, 6.646266
6.562780, 9.194374
-3.423389, -5.182696
-0.718521, 1.989340
-4.336549, 7.550137
-7.305458, 5.085955
7.016714, 9.561561
6.204903, -0.858586
2.851677, 8.281106
-5.810799, 7.672970
9.896291, -7.149438
2.076877, 1.721966
5.718825, -8.108765
-3.102426, -1.755426
6.956368, -6.725248
-1.797908, 0.865377
8.772357, 0.484834
-7.083344, 6.594463
5.521526, 5.543210
4.683889, 0.946846
-8.255603, -2.289616
-3.232354, -0.662200
-6.945143, 0.773630
-9.905228, -4.377748
3.787440, 9.019013
3.330088, 7.902895
-4.495928, -3.341496
-8.329925, -7.648157
1.373442, 1.739022
-8.896356, -4.659708
2.470911, 2.412952
-2.491505, 8.208490
-0.223876, 2.043083
1.879574, 1.323870
-0.085664, 0.806384
